title,title_detail,links,link,id,guidislink,published,published_parsed
[HorribleSubs] Jikan no Shihaisha - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Jikan no Shihaisha - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:7O42BJYRW2P6J6P7D27TJD3MUVVUQPKW&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:7O42BJYRW2P6J6P7D27TJD3MUVVUQPKW&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,7O42BJYRW2P6J6P7D27TJD3MUVVUQPKW,False,"Fri, 01 Sep 2017 18:23:31 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=18, tm_min=23, tm_sec=31, tm_wday=4, tm_yday=244, tm_isdst=0)"
[HorribleSubs] Nobunaga no Shinobi - 48 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Nobunaga no Shinobi - 48 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:C4PU4NB5WIED76BJBEEHG7E3J3C2EEGK&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:C4PU4NB5WIED76BJBEEHG7E3J3C2EEGK&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,C4PU4NB5WIED76BJBEEHG7E3J3C2EEGK,False,"Fri, 01 Sep 2017 18:22:52 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=18, tm_min=22, tm_sec=52, tm_wday=4, tm_yday=244, tm_isdst=0)"
[HorribleSubs] Shoukoku no Altair - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Shoukoku no Altair - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:EN7K7BXVX7V6QT67SW53NOHBAGXIFSNS&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:EN7K7BXVX7V6QT67SW53NOHBAGXIFSNS&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,EN7K7BXVX7V6QT67SW53NOHBAGXIFSNS,False,"Fri, 01 Sep 2017 18:18:16 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=18, tm_min=18, tm_sec=16, tm_wday=4, tm_yday=244, tm_isdst=0)"
[HorribleSubs] Shingeki no Bahamut - Virgin Soul - 20 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Shingeki no Bahamut - Virgin Soul - 20 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:E7WP7HQYH2YXWQLDO2QB43CS3S5IWZ36&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:E7WP7HQYH2YXWQLDO2QB43CS3S5IWZ36&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,E7WP7HQYH2YXWQLDO2QB43CS3S5IWZ36,False,"Fri, 01 Sep 2017 18:03:10 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=18, tm_min=3, tm_sec=10, tm_wday=4, tm_yday=244, tm_isdst=0)"
[HorribleSubs] 18if - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] 18if - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:RYMGXZP6UA7VFGHLCOEPUHYBOIVXRJJ7&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:RYMGXZP6UA7VFGHLCOEPUHYBOIVXRJJ7&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,RYMGXZP6UA7VFGHLCOEPUHYBOIVXRJJ7,False,"Fri, 01 Sep 2017 17:16:32 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=17, tm_min=16, tm_sec=32, tm_wday=4, tm_yday=244, tm_isdst=0)"
[HorribleSubs] Jigoku Shoujo - Yoi no Togi - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Jigoku Shoujo - Yoi no Togi - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:CFI7G5B5RFINDIFEAPO3WHBQ7WUVKXGU&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:CFI7G5B5RFINDIFEAPO3WHBQ7WUVKXGU&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,CFI7G5B5RFINDIFEAPO3WHBQ7WUVKXGU,False,"Fri, 01 Sep 2017 16:58:49 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=16, tm_min=58, tm_sec=49, tm_wday=4, tm_yday=244, tm_isdst=0)"
[HorribleSubs] Ikemen Sengoku - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Ikemen Sengoku - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:HGGDGUQ4LJFHMBM5VAGZGJBJM4ABIBAX&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:HGGDGUQ4LJFHMBM5VAGZGJBJM4ABIBAX&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,HGGDGUQ4LJFHMBM5VAGZGJBJM4ABIBAX,False,"Thu, 31 Aug 2017 20:23:09 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=31, tm_hour=20, tm_min=23, tm_sec=9, tm_wday=3, tm_yday=243, tm_isdst=0)"
[HorribleSubs] Konbini Kareshi - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Konbini Kareshi - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:WDEI4GDG3MM3ZNPJXDLXDZU3LO6WVYZM&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:WDEI4GDG3MM3ZNPJXDLXDZU3LO6WVYZM&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,WDEI4GDG3MM3ZNPJXDLXDZU3LO6WVYZM,False,"Thu, 31 Aug 2017 20:12:45 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=31, tm_hour=20, tm_min=12, tm_sec=45, tm_wday=3, tm_yday=243, tm_isdst=0)"
[HorribleSubs] Gamers! - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Gamers! - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:XRECHMWTP22VSFVBCFKZINIFRIM545W3&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:XRECHMWTP22VSFVBCFKZINIFRIM545W3&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,XRECHMWTP22VSFVBCFKZINIFRIM545W3,False,"Thu, 31 Aug 2017 19:46:16 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=31, tm_hour=19, tm_min=46, tm_sec=16, tm_wday=3, tm_yday=243, tm_isdst=0)"
[HorribleSubs] Sakura Quest - 22 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Sakura Quest - 22 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:BAYLQDWAOQJD7E2FFFITRKK7R7OPX2FW&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:BAYLQDWAOQJD7E2FFFITRKK7R7OPX2FW&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,BAYLQDWAOQJD7E2FFFITRKK7R7OPX2FW,False,"Thu, 31 Aug 2017 17:29:07 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=31, tm_hour=17, tm_min=29, tm_sec=7, tm_wday=3, tm_yday=243, tm_isdst=0)"
[HorribleSubs] Dive!! - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Dive!! - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:PJBA6HLYHWDBTOMS467OZDLT2LCUDEE6&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:PJBA6HLYHWDBTOMS467OZDLT2LCUDEE6&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,PJBA6HLYHWDBTOMS467OZDLT2LCUDEE6,False,"Thu, 31 Aug 2017 17:16:26 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=31, tm_hour=17, tm_min=16, tm_sec=26, tm_wday=3, tm_yday=243, tm_isdst=0)"
[HorribleSubs] Sagrada Reset - 22 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Sagrada Reset - 22 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:MX5MIHRIQ7ANIM3O7QGJWT4YJN4MJW7P&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:MX5MIHRIQ7ANIM3O7QGJWT4YJN4MJW7P&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,MX5MIHRIQ7ANIM3O7QGJWT4YJN4MJW7P,False,"Thu, 31 Aug 2017 16:17:16 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=31, tm_hour=16, tm_min=17, tm_sec=16, tm_wday=3, tm_yday=243, tm_isdst=0)"
[HorribleSubs] Clione no Akari - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Clione no Akari - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:4DPPZHAZ7Z62I4ESYGRY3N4P34IMO4KC&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:4DPPZHAZ7Z62I4ESYGRY3N4P34IMO4KC&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,4DPPZHAZ7Z62I4ESYGRY3N4P34IMO4KC,False,"Wed, 30 Aug 2017 22:34:19 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=22, tm_min=34, tm_sec=19, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Musekinin Galaxy Tylor - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Musekinin Galaxy Tylor - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:WPBKHCGM5AI57GLKGOXA2VR3NQOKECQT&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:WPBKHCGM5AI57GLKGOXA2VR3NQOKECQT&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,WPBKHCGM5AI57GLKGOXA2VR3NQOKECQT,False,"Wed, 30 Aug 2017 16:31:02 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=16, tm_min=31, tm_sec=2, tm_wday=2, tm_yday=242, tm_isdst=0)"
